Name                                 RA           Dec         z    R500   err    T500   err     M500      err      R2500  err    T2500  err     M2500     err         LX       err        c500    err       c     err     P1/P0     err        P2/P0     err        P3/P0     err         w        err        w_azi     err       ellip   posang    K0    err     K100   err   alpha err   t_c_ctr  err   R2500_hy  Mtot@R2500h  err     Mgas@R2500h  err    fgas@R2500h err Mtot@R2500s  err     Mgas@R2500s  err    fgas@R2500s err
                                  (J2000)       (J2000)               (Mpc)         (keV)           (M_Sun)           (Mpc)         (keV)           (M_Sun)            (erg s-1)         (0.1-0.5R500)    (100-500kpc)                                                                                                                    (rad)     (keV cm2)     (keV cm2)                    (Gyr)        (Mpc)         (M_Sun)              (M_Sun)                             (M_Sun)              (M_Sun)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
ABELL_2302                       18:19:58.02   57:09:22.1  0.1790  0.984 0.047   4.587 0.340  3.270e+14 4.699e+13  0.447 0.022   4.822 0.381  1.532e+14 2.311e+13  1.767e+44 6.183e+42    2.375  0.483      -      -    2.123e+01 5.960e+00  3.040e-01 2.439e-01  5.449e-02 6.792e-02  3.381e-03 8.897e-05  4.665e-02 1.228e-03  0.9990   1.6792     -      -       -      -     -    -       -      -      0.307   4.991e+13 2.826e+12  4.308e+12 1.468e+11  0.0863 0.0057   7.912e+13 4.860e+12  1.016e+13 3.037e+11  0.1284 0.0088
ABELL_2319                       19:21:09.64   43:57:21.5  0.0557  1.548 0.059   9.711 0.322  1.140e+15 1.309e+14  0.670 0.017   9.068 0.254  4.612e+14 3.439e+13  7.959e+44 5.397e+42    1.927  0.117    4.800  0.089      -         -          -         -          -         -          -         -          -         -      0.2631  -5.1563  217.99  11.45   48.07   9.29  1.84 0.16   8.800 10.877      -         -         -          -         -         -      -         -         -          -         -         -      -  
ABELL_2345                       21:27:13.29  -12:10:11.7  0.1765  1.117 0.093   5.820 0.809  4.773e+14 1.201e+14  0.521 0.041   6.362 0.805  2.429e+14 5.701e+13  2.640e+44 1.110e+43    4.741  0.645    7.630  0.868  1.790e+01 6.386e+00  1.656e+00 9.689e-01  2.220e-02 5.788e-02  3.056e-03 8.042e-05  8.158e-02 2.147e-03  0.0016  -6.0152    0.00 107.51  190.38 132.81  0.95 0.43  15.630  8.687    0.345   7.015e+13 1.141e+13  6.527e+12 2.458e+11  0.0930 0.0155   1.435e+14 1.741e+13  1.531e+13 1.627e+12  0.1067 0.0172
ABELL_2355                       21:35:16.89    1:25:06.5  0.1244  1.304 0.092   7.431 0.861  7.237e+14 1.538e+14  0.586 0.040   7.514 0.835  3.277e+14 6.661e+13  1.879e+44 4.927e+42    7.126  0.738   18.909  1.677  2.203e+01 5.981e+00  1.168e+00 5.242e-01  1.479e-01 1.202e-01  2.525e-03 6.645e-05  5.586e-02 1.470e-03  0.3935   2.3338     -      -       -      -     -    -       -      -      0.532   2.458e+14 1.891e+13  1.657e+13 3.221e+11  0.0674 0.0053   3.092e+14 3.231e+13  1.958e+13 3.497e+11  0.0633 0.0067
ABELL_2384                       21:52:21.18  -19:32:51.9  0.0943  1.160 0.035   5.809 0.234  4.951e+14 4.538e+13  0.516 0.014   5.832 0.230  2.184e+14 1.797e+13  2.055e+44 2.910e+42    4.187  0.202   12.326  0.273  3.128e+01 3.715e+00  6.985e-01 2.480e-01  4.362e-02 3.667e-02  2.502e-03 6.583e-05  8.060e-02 2.121e-03  0.2869   1.9221   20.24   1.76  147.47   3.90  1.29 0.05   0.957  0.288    0.412   1.110e+14 8.194e+12  9.063e+12 3.290e+11  0.0817 0.0067   1.579e+14 1.153e+13  1.412e+13 3.794e+11  0.0894 0.0070
ABELL_2390                       21:53:36.83   17:41:44.4  0.2280  1.484 0.065  10.436 0.351  1.179e+15 1.557e+14  0.668 0.020  10.442 0.331  5.359e+14 4.841e+13  2.480e+45 1.270e+43    4.745  0.077    8.362  0.078  2.032e+00 2.658e-01  5.018e-01 5.170e-02  4.969e-03 2.503e-03  2.080e-03 5.473e-05  6.336e-02 1.667e-03  0.3039   3.6933   41.35   7.46  128.42   9.98  1.27 0.13   2.075  0.272    0.560   3.168e+14 4.703e+13  5.189e+13 2.474e+11  0.1638 0.0243   3.882e+14 6.613e+13  6.793e+13 3.520e+11  0.1750 0.0298
ABELL_2409                       22:00:52.57   20:58:06.6  0.1479  1.128 0.050   5.767 0.394  4.788e+14 6.386e+13  0.510 0.021   5.955 0.385  2.208e+14 2.753e+13  6.988e+44 1.738e+43    2.990  0.242    6.283  0.282  1.031e+01 3.001e+00  3.711e-01 1.983e-01  6.406e-03 1.675e-02  3.002e-03 7.899e-05  5.244e-02 1.380e-03  0.1258   1.4642   23.96  31.48  159.86  35.09  0.58 0.17   3.277  0.905    0.457   1.594e+14 7.352e+12  2.033e+13 3.457e+11  0.1275 0.0063   1.810e+14 9.231e+12  2.399e+13 4.040e+11  0.1325 0.0071
ABELL_2415                       22:05:38.53   -5:35:32.9  0.0581  0.776 0.032   2.637 0.117  1.439e+14 1.766e+13  0.344 0.011   2.705 0.126  6.251e+13 6.183e+12  7.850e+43 1.545e+42    5.770  0.438      -      -    1.426e+01 5.536e+00  2.808e-02 1.286e-01  3.180e-03 2.682e-02  1.400e-03 3.683e-05  5.971e-02 1.571e-03  0.0134  -1.1172    4.28   1.19  113.98   4.17  0.93 0.03   0.293  0.053    0.239   2.095e+13 3.610e+12  2.495e+12 6.374e+10  0.1191 0.0207   3.766e+13 4.336e+12  4.905e+12 1.207e+11  0.1302 0.0153
ABELL_2426                       22:14:32.33  -10:22:13.9  0.0978  1.167 0.054   5.893 0.432  5.066e+14 7.005e+13  0.522 0.023   5.961 0.427  2.263e+14 3.014e+13  2.807e+44 5.323e+42    4.669  0.382   21.841  0.961  2.528e+00 1.742e+00  3.673e-01 2.669e-01  1.120e-04 9.261e-03  1.467e-03 3.860e-05  6.417e-02 1.689e-03  0.2191   6.1984    0.00   5.53  148.75   8.96  1.10 0.05   1.381 99.999    0.478   1.738e+14 1.151e+13  1.582e+13 3.147e+11  0.0910 0.0063   1.933e+14 1.257e+13  1.840e+13 3.446e+11  0.0951 0.0064
ABELL_2443                       22:26:06.21   17:21:58.4  0.1080  1.124 0.045   5.531 0.340  4.564e+14 5.484e+13  0.510 0.021   5.769 0.380  2.130e+14 2.646e+13  2.954e+44 6.019e+42    2.222  0.167   12.831  0.454  2.481e+01 4.313e+00  6.771e-01 2.588e-01  1.305e-01 6.494e-02  2.994e-03 7.879e-05  4.282e-02 1.127e-03  0.2014  -4.8269  211.49  19.78   78.40  20.67  1.19 0.19  13.080  6.440    0.505   2.064e+14 1.345e+13      -         -         -      -     2.079e+14 1.360e+13      -         -         -      -  
ABELL_2445                       22:26:56.07   25:50:06.5  0.1660  0.918 0.036   3.971 0.224  2.626e+14 3.125e+13  0.414 0.014   4.148 0.214  1.208e+14 1.259e+13  3.386e+44 8.396e+42    2.112  0.231   22.879  0.848  4.820e-01 5.491e-01  1.390e-01 1.153e-01  1.128e-02 1.795e-02  1.764e-03 4.643e-05  6.242e-02 1.643e-03  0.2145   0.9614   18.29   6.37  150.16   8.37  0.82 0.04   3.403  1.005    0.427   1.325e+14 1.061e+13  1.325e+13 2.644e+11  0.1000 0.0083   1.294e+14 1.023e+13  1.260e+13 2.327e+11  0.0974 0.0079
ABELL_2457                       22:35:41.31    1:29:12.3  0.0594  0.874 0.033   3.310 0.161  2.056e+14 2.300e+13  0.414 0.015   3.789 0.219  1.093e+14 1.196e+13  7.768e+43 3.103e+42    4.486  0.622      -      -    4.884e+00 4.422e+00  1.418e+00 9.639e-01  6.463e-02 9.943e-02  1.244e-03 3.273e-05  8.470e-02 2.229e-03  0.3242  -0.2274    3.84  11.36  190.31  17.55  0.73 0.07   2.957  0.620    0.358   7.089e+13 7.539e+12  5.385e+12 1.286e+11  0.0760 0.0083   8.683e+13 1.131e+13  7.014e+12 1.481e+11  0.0808 0.0107
ABELL_2465                       22:39:39.01   -5:43:27.2  0.2453  0.728 0.045   2.769 0.235  1.412e+14 2.616e+13  0.294 0.018   2.388 0.220  4.664e+13 8.678e+12  6.221e+43 3.615e+42    2.306  0.698      -      -    4.147e-01 8.454e-01  2.161e-02 6.188e-02  6.313e-02 5.998e-02  2.502e-03 6.584e-05  7.192e-02 1.893e-03  0.8510  -6.2248     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
ABELL_2485                       22:48:30.98  -16:06:28.3  0.2472  1.161 0.083   6.674 0.741  5.755e+14 1.231e+14  0.511 0.034   6.524 0.680  2.446e+14 4.947e+13  4.934e+44 1.749e+43    9.897  0.713   26.589  1.607  1.022e-01 3.701e-01  2.299e-02 6.715e-02  6.926e-04 1.240e-02  1.496e-03 3.936e-05  5.611e-02 1.476e-03  0.1143   2.1966     -      -       -      -     -    -       -      -      0.450   1.678e+14 2.312e+13  1.641e+13 3.832e+11  0.0978 0.0137   1.913e+14 3.225e+13  1.969e+13 4.597e+11  0.1029 0.0175
ABELL_2507                       22:56:52.66    5:30:16.5  0.1960  1.020 0.071   4.987 0.568  3.707e+14 7.789e+13  0.414 0.026   4.262 0.428  1.243e+14 2.357e+13  1.532e+44 6.791e+42    8.136  0.993      -      -    3.078e+01 7.623e+00  1.457e+00 5.892e-01  2.087e-01 1.332e-01  4.947e-03 1.302e-04  7.952e-02 2.093e-03  0.8529  -3.2606     -      -       -      -     -    -       -      -      0.366   8.558e+13 6.349e+12  7.669e+12 2.574e+11  0.0896 0.0073   9.747e+13 6.907e+12  9.815e+12 3.176e+11  0.1007 0.0078
ABELL_2537                       23:08:22.31   -2:11:29.9  0.2950  1.160 0.052   6.984 0.411  6.024e+14 8.145e+13  0.506 0.020   6.721 0.370  2.503e+14 2.964e+13  8.642e+44 1.374e+43    3.985  0.180   11.975  0.310  9.180e-01 3.850e-01  5.565e-02 3.235e-02  6.313e-04 2.688e-03  2.323e-03 6.114e-05  3.998e-02 1.052e-03  0.1431  -2.6478   84.05  18.64  110.51  24.08  1.03 0.20   4.557  0.853    0.361   9.089e+13 6.256e+12  1.456e+13 1.839e+11  0.1601 0.0112   2.253e+14 1.195e+13  2.476e+13 3.604e+11  0.1099 0.0060
ABELL_2550                       23:11:35.83  -21:44:46.5  0.1226  0.604 0.033   1.730 0.076  7.186e+13 1.193e+13  0.276 0.013   1.917 0.130  3.442e+13 4.877e+12  4.746e+43 1.837e+42    4.711  0.354   25.541  0.767  3.755e-02 1.153e-01  3.846e-03 1.214e-02  4.183e-04 2.495e-03  1.374e-03 3.616e-05  7.632e-02 2.008e-03  0.0556   3.8167    7.72   0.91  106.83   2.07  0.91 0.03   0.496  0.049    0.280   3.573e+13 3.026e+12      -         -         -      -     3.585e+13 2.796e+12      -         -         -      -  
ABELL_2556                       23:13:01.41  -21:38:04.5  0.0871  0.926 0.031   3.784 0.167  2.504e+14 2.530e+13  0.413 0.012   3.858 0.155  1.111e+14 9.345e+12  1.788e+44 2.925e+42    5.043  0.190   13.726  0.263  1.100e+00 5.846e-01  2.242e-01 8.718e-02  2.129e-03 6.124e-03  1.349e-03 3.551e-05  6.951e-02 1.829e-03  0.2280   0.7580   26.97   4.10  122.87   6.52  1.53 0.16   1.858  0.309    0.381   8.695e+13 7.869e+12      -         -         -      -     1.035e+14 6.028e+12      -         -         -      -  
ABELL_2589                       23:23:57.31   16:46:38.4  0.0414    -     -       -     -        -         -        -     -       -     -        -         -      7.383e+43 5.269e+41      -      -        -      -        -         -          -         -          -         -          -         -          -         -      0.2044   1.9218   34.85  14.47  139.01  12.65  0.59 0.12   2.795  1.045      -         -         -          -         -         -      -         -         -          -         -         -      -  
ABELL_2597                       23:25:19.78  -12:07:27.6  0.0852  1.010 0.022   4.439 0.070  3.242e+14 2.139e+13  0.442 0.008   4.360 0.065  1.358e+14 7.045e+12  3.023e+44 3.220e+42    2.248  0.044   14.665  0.082  3.449e-01 7.545e-02  9.915e-02 1.354e-02  7.016e-03 1.961e-03  9.429e-04 2.481e-05  8.289e-02 2.181e-03  0.1764   3.9031   23.31   2.97  136.12  26.18  2.28 0.42   1.131  0.236    0.349   6.683e+13 4.624e+12      -         -         -      -     8.434e+13 1.184e+13      -         -         -      -  
ABELL_2626                       23:36:30.45   21:08:47.4  0.0553  0.867 0.029   3.246 0.123  1.997e+14 2.012e+13  0.382 0.010   3.270 0.111  8.536e+13 6.600e+12  9.538e+43 1.600e+42    3.463  0.150    8.202  0.160  1.320e+00 6.832e-01  3.198e-01 1.098e-01  1.442e-02 1.176e-02  1.453e-03 3.823e-05  8.113e-02 2.135e-03  0.1769   2.1585   26.87   6.40  115.67   8.97  1.12 0.20   1.822  0.642    0.297   4.034e+13 1.416e+12      -         -         -      -     5.264e+13 1.941e+12      -         -         -      -  
ABELL_2627                       23:36:42.09   23:55:29.2  0.1255  1.374 0.334   8.220 3.490  8.480e+14 6.298e+14  0.601 0.121   7.894 2.687  3.552e+14 2.174e+14  1.178e+44 2.836e+42    0.422  0.007      -      -    1.459e+02 1.038e+01  3.723e+00 5.160e-01  6.045e-01 9.777e-02  5.990e-03 1.576e-04  7.003e-02 1.843e-03  0.9988   2.9231     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
ABELL_2631                       23:37:38.56    0:16:05.0  0.2730  1.268 0.109   8.085 1.060  7.688e+14 1.980e+14  0.580 0.046   8.415 1.031  3.671e+14 8.845e+13  1.056e+45 3.122e+43    6.444  0.436    5.460  0.392  9.005e+00 3.666e+00  4.051e-01 2.307e-01  4.118e-02 5.324e-02  3.591e-03 9.449e-05  5.139e-02 1.352e-03  0.2451  -6.2832  150.32  91.30  144.58  93.15  0.68 0.29  13.190  6.083    0.280   4.139e+13 5.526e+12  9.269e+12 2.663e+11  0.2239 0.0306   1.091e+14 1.761e+13  4.016e+13 7.780e+11  0.3681 0.0599
ABELL_2645                       23:41:17.57   -9:00:59.5  0.2510  1.139 0.075   6.468 0.652  5.446e+14 1.071e+14  0.512 0.036   6.584 0.712  2.481e+14 5.197e+13  5.097e+44 1.625e+43    2.554  0.352    5.632  0.547  4.950e+00 2.677e+00  3.576e-01 3.416e-01  1.870e-02 4.623e-02  3.311e-03 8.712e-05  4.003e-02 1.053e-03  0.2605   2.1606     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
ABELL_2657                       23:44:57.25    9:11:30.7  0.0402  0.902 0.026   3.459 0.101  2.220e+14 1.947e+13  0.403 0.009   3.549 0.108  9.887e+13 6.970e+12  8.280e+43 1.746e+42    1.705  0.168   15.241  0.392  2.215e+00 1.534e+00  1.103e+00 4.147e-01  1.283e-02 2.579e-02  1.263e-03 3.324e-05  5.436e-02 1.430e-03  0.1661  -0.1558   60.16   8.15  102.49  10.62  1.06 0.15   3.940  1.482    0.299   4.060e+13 2.243e+12  4.538e+12 8.138e+10  0.1118 0.0065   5.516e+13 2.970e+12      -         -         -      -  
ABELL_2665                       23:50:50.60    6:09:01.2  0.0556  1.035 0.044   4.544 0.315  3.402e+14 4.383e+13  0.458 0.018   4.544 0.293  1.475e+14 1.754e+13  7.485e+43 2.389e+42    6.701  0.804      -      -    1.400e+00 1.757e+00  6.732e-02 1.681e-01  2.013e-02 5.051e-02  9.398e-04 2.473e-05  5.286e-02 1.391e-03  0.1197  -2.4021     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
ABELL_2667                       23:51:39.40  -26:05:02.8  0.2300  1.321 0.093   8.389 0.892  8.332e+14 1.771e+14  0.556 0.032   7.508 0.672  3.110e+14 5.449e+13  1.707e+45 3.149e+43   10.319  0.292   11.301  0.307  1.071e+00 5.743e-01  1.759e-01 7.341e-02  5.095e-03 6.981e-03  1.976e-03 5.201e-05  7.197e-02 1.894e-03  0.2534  -0.6516   39.09   6.18   74.41   8.39  1.27 0.17   1.752  0.499    0.474   1.923e+14 1.875e+13  3.134e+13 4.625e+11  0.1630 0.0161   2.328e+14 2.236e+13  3.986e+13 5.812e+11  0.1712 0.0166
ABELL_2670                       23:54:13.70  -10:25:09.0  0.0762  0.966 0.031   4.046 0.178  2.814e+14 2.739e+13  0.435 0.012   4.210 0.167  1.284e+14 1.057e+13  1.342e+44 2.555e+42    2.049  0.140   49.882  1.057  4.496e-01 4.939e-01  4.786e-02 6.192e-02  5.630e-04 7.043e-03  1.080e-03 2.843e-05  4.195e-02 1.104e-03  0.1484   5.9715   36.38   4.20   85.59   6.13  1.09 0.06   0.811  0.181    0.359   7.222e+13 2.794e+12  7.224e+12 2.268e+11  0.1000 0.0050   9.145e+13 3.989e+12  9.936e+12 2.488e+11  0.1087 0.0055
ABELL_2717                        0:03:12.97  -35:56:00.1  0.0490  0.757 0.034   2.503 0.129  1.324e+14 1.773e+13  0.335 0.011   2.570 0.113  5.753e+13 5.531e+12  3.287e+43 9.259e+41    2.766  0.161    6.725  0.179  4.266e+01 2.470e+00  8.752e-01 9.795e-02  2.358e-03 3.419e-03  2.696e-03 7.094e-05  4.068e-02 1.070e-03  0.1649   4.4762   22.88   3.02  120.07   6.21  0.90 0.09   0.703  0.169    0.317   4.847e+13 4.150e+13      -         -         -      -     1.353e+14 5.389e+13      -         -         -      -  
ABELL_2734_NED01                  0:11:21.62  -28:51:14.4  0.0753  1.064 0.033   4.662 0.207  3.604e+14 3.336e+13  0.487 0.013   4.963 0.204  1.727e+14 1.411e+13  1.855e+44 3.518e+42    4.098  0.167   34.406  0.851  1.443e+01 4.125e+00  2.185e-01 1.949e-01  1.973e-01 1.035e-01  1.223e-03 3.217e-05  8.752e-02 2.303e-03  0.0656  -3.4468   98.85  19.00  147.62  22.92  0.92 0.19   6.657  2.368    0.418   1.093e+14 6.936e+12      -         -         -      -     1.134e+14 7.358e+12      -         -         -      -  
ABELL_2744                        0:14:19.53  -30:23:30.2  0.3080  1.410 0.071  10.221 0.496  1.097e+15 1.649e+14  0.640 0.024  10.413 0.478  5.121e+14 5.831e+13  1.606e+45 1.831e+43    1.576  0.085    2.735  0.079  5.849e+00 7.948e-01  1.816e-02 1.813e-02  1.624e-02 7.571e-03  3.349e-03 8.813e-05  5.620e-02 1.479e-03  0.2395   3.4226  264.80  36.16  114.07  35.11  0.90 0.16  13.140 11.912      -         -         -          -         -         -      -         -         -          -         -         -      -  
ABELL_2813                        0:43:24.88  -20:37:25.1  0.2924  1.223 0.085   7.685 0.786  7.035e+14 1.469e+14  0.559 0.037   8.027 0.797  3.365e+14 6.717e+13  1.209e+45 2.902e+43    4.585  0.293    6.477  0.349  5.155e-02 1.875e-01  1.975e-01 1.416e-01  1.683e-03 6.837e-03  1.595e-03 4.198e-05  5.372e-02 1.414e-03  0.1993   2.0394  129.71  26.16   76.75  30.41  1.20 0.34   8.282  4.282    0.537   2.980e+14 1.972e+13  3.333e+13 6.193e+11  0.1118 0.0077   3.090e+14 2.135e+13  3.599e+13 6.688e+11  0.1165 0.0083
ABELL_2895                        1:18:11.26  -26:57:54.9  0.2270  1.355 0.101   8.769 0.991  8.953e+14 2.015e+14  0.594 0.039   8.439 0.862  3.777e+14 7.505e+13  6.962e+44 1.654e+43    6.357  0.364    6.333  0.363  2.019e+01 4.546e+00  5.317e-01 2.363e-01  4.231e-02 4.460e-02  3.703e-03 9.744e-05  8.123e-02 2.138e-03  0.2644   0.7115     -      -       -      -     -    -       -      -      0.545   2.919e+14 1.665e+13  2.717e+13 5.701e+11  0.0931 0.0057   3.193e+14 1.901e+13  3.251e+13 6.446e+11  0.1018 0.0064
ABELL_3017                        2:25:53.17  -41:54:54.7  0.2195  1.246 0.118   7.435 1.135  6.915e+14 1.969e+14  0.538 0.045   7.013 0.937  2.788e+14 7.063e+13  7.207e+44 2.387e+43   11.917  0.564   10.900  0.551      -         -          -         -          -         -          -         -          -         -      0.3170   1.8819     -      -       -      -     -    -       -      -      0.441   1.528e+14 1.048e+13  1.948e+13 1.671e+12  0.1275 0.0140   1.952e+14 1.555e+13  2.796e+13 2.002e+12  0.1433 0.0153
ABELL_3074                        2:58:11.26  -52:43:42.3  0.0730  0.810 0.068   2.896 0.410  1.653e+14 4.180e+13  0.375 0.026   3.209 0.371  8.234e+13 1.700e+13  8.092e+42 5.773e+41      -      -        -      -    2.631e+00 2.745e+00  3.490e-01 3.797e-01  3.492e-02 6.344e-02  2.078e-03 5.470e-05  8.130e-02 2.139e-03  0.9985  -0.9465     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
ABELL_3084                        3:04:03.92  -36:56:27.2  0.0977  1.347 0.146   7.722 1.442  7.776e+14 2.532e+14  0.843 0.186  14.259 5.371  9.542e+14 6.421e+14  6.801e+43 2.803e+42      -      -        -      -        -         -          -         -          -         -          -         -          -         -      0.1318   3.0122  139.05  13.01  140.51  17.76  1.47 0.15   9.975  4.803      -         -         -          -         -         -      -         -         -          -         -         -      -  
ABELL_3088                        3:07:01.73  -28:39:55.5  0.2534  1.295 0.102   8.257 0.987  8.031e+14 1.898e+14  0.576 0.041   8.181 0.891  3.540e+14 7.548e+13  1.031e+45 2.374e+43   11.695  0.457   11.644  0.455      -         -          -         -          -         -          -         -          -         -      0.1227   1.0298   71.99  24.89  125.33  31.39  1.24 0.34   4.706  1.074    0.583   3.668e+14 2.829e+13  3.384e+13 6.184e+11  0.0923 0.0073   3.619e+14 2.723e+13  3.326e+13 6.079e+11  0.0919 0.0071
